,title,authors,language,categories,rating,maturityRating,publisher,published_date,page_count,isbn,price,currency,description,thumbnail,voters,ISBN
552,The Queen of Nothing (The Folk of the Air #3),['Holly Black'],en,"['Juvenile Fiction', 'General']",5.0,,Bonnier Zaffre Ltd.,2019-11-19,448.0,,9.95,SAR,"The intoxicating and bloodthirsty finale to the New York Times bestselling The Cruel Prince, nominated for the CILIP CARNEGIE MEDAL 2019, and  New York Times bestseller The Wicked King 

After being pronounced Queen of Faerie and then abruptly exiled by the Wicked King Cardan, Jude finds herself unmoored, the queen of nothing. She spends her time with Vivi and Oak, watching reality television, and doing odd jobs, including squaring up to a cannibalistic faerie.

When her twin sister Taryn shows up asking a favour, Jude jumps at the chance to return to the Faerie world, even if it means facing Cardan, who she loves despite his betrayal. When a dark curse is unveiled, Jude must become the first mortal Queen of Faerie and break the curse, or risk upsetting the balance of the whole Faerie world.",http://books.google.com/books/content?id=CruODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,11,9781471407574
553,Battle Sight Zero,['Gerald Seymour'],en,"['Fiction', 'Thrillers', 'Crime']",5.0,,Hachette UK,2019-01-10,448.0,,25.51,SAR,"From the author of Harry's Game - A Sunday Times '100 best crime novels and thrillers since 1945' pickThe Kalashnikov AK47. A weapon with a unique image. A symbol of freedom fighters and terrorists across the globe. Undercover officer Andy Knight has infiltrated an extremist group intent on bringing the rifle to Britain - something MI5 have been struggling for years to prevent.  He befriends Zeinab, the young Muslim student from Yorkshire who is at the centre of the plot. All Zeinab needs to do is travel to the impoverished high-rise estates of Marseilles and bring one rifle home on a test run. Then many more will follow - and with them would come killing on an horrendous scale. Zeinab is both passionate and attractive, and though Andy knows that the golden rule of undercover work is not to get emotionally attached to the target, sometimes rules are impossible to follow. Supremely suspenseful, Battle Sight Zero follows Andy and Zeinab to the lethal badlands of the French port city, simultaneously tracking the extraordinary life journey of the blood-soaked weapon they are destined to be handed there.",http://books.google.com/books/content?id=-BxUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,9781473663527
554,Batman Vol. 4: Zero Year-Secret City (The New 52),['Scott Snyder'],en,,4.4,,DC,2014-05-13,180.0,,18.07,SAR,"In this first volume of the critically acclaimed ZERO YEAR storyline, the #1 New York Times bestselling creative team of Scott Snyder and Greg Capullo present an astonishing new vision of the Dark Knight's origin—and his first encounters with the Riddler, the Red Hood, and others!

Before the era of superheroes began—before the Batman spread his wings to protect the innocent and punish evil—Gotham City's prodigal son, Bruce Wayne, had been missing for years. But this was exactly the cover of darkness Bruce needed. Patrolling Gotham's streets, in a series of disguises, he began a career as a faceless vigilante. 

Collects BATMAN issues #21-#24.",http://books.google.com/books/content?id=18wIAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,399,9781401252090
555,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",['William J. O'Neil'],en,"['Business & Economics', 'Public Finance']",4.3,,McGraw Hill Professional,2009-04-12,464.0,,23.39,SAR,"THE NATIONAL BESTSELLER! Anyone can learn to invest wisely with this bestselling investment system! Through every type of market, William J. O’Neil’s national bestseller, How to Make Money in Stocks, has shown over 2 million investors the secrets to building wealth. O’Neil’s powerful CAN SLIM® Investing System—a proven 7-step process for minimizing risk and maximizing gains—has influenced generations of investors. Based on a major study of market winners from 1880 to 2009, this expanded edition gives you:  Proven techniques for finding winning stocks before they make big price gains Tips on picking the best stocks, mutual funds, and ETFs to maximize your gains 100 new charts to help you spot today’s most profitable trends  PLUS strategies to help you avoid the 21 most common investor mistakes! “I dedicated the 2004 Stock Trader’s Almanac to Bill O’Neil: ‘His foresight, innovation, and disciplined approach to stock market investing will influence investors and traders for generations to come.’”
 —Yale Hirsch, publisher and editor, Stock Trader’s Almanac and author of Let’s Change the World Inc. “Investor’s Business Daily has provided a quarter-century of great financial journalism and investing strategies.”
 —David Callaway, editor-in-chief, MarketWatch “How to Make Money in Stocks is a classic. Any investor serious about making money in the market ought to read it.”
 —Larry Kudlow, host, CNBC’s ""The Kudlow Report""",http://books.google.com/books/content?id=BYTSmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,90,9780071614146
556,Night of the Bold (Kings and Sorcerers--Book 6),['Morgan Rice'],en,"['Fiction', 'Fantasy', 'Epic']",4.3,,Morgan Rice,2015-11-06,250.0,,6.07,SAR,"“An action packed fantasy sure to please fans of Morgan Rice’s previous novels, along with fans of works such as The Inheritance Cycle by Christopher Paolini…. Fans of Young Adult Fiction will devour this latest work by Rice and beg for more.” 
 --The Wanderer, A Literary Journal (regarding Rise of the Dragons) 
 
 The #1 Bestselling series, with over 400 five star reviews on Amazon! 
 
 NIGHT OF THE BOLD is book #6—and the final installment—in Morgan Rice’s bestselling epic fantasy series KINGS AND SORCERERS (which begins with RISE OF THE DRAGONS, a free download)! 
 
 In NIGHT OF THE BOLD, Kyra must find a way to free herself from Marda and return to Escalon with the Staff of Truth. If she does, awaiting her will be the most epic battle of her life, as she will need to face off against Ra’s armies, a nation of trolls, and a flock of dragons. If her powers, and the weapon, are strong enough, her mother awaits her, ready to reveal the secrets of her destiny, and of her birth.
 
 Duncan must make an epic stand against Ra’s armies once and for all. Yet even as he fights the greatest battles of his life, leading to a final stand in The Devil’s Gluch, he cannot expect the dark trickery that Ra has awaiting him.
 
 In the Bay of Death, Merk and King Tarnis’ daughter must join forces with Alec and the warriors of the Lost Isles to fight off the dragons. They must find Duncan and unite to save Escalon, yet Vesuvius has resurfaced, and they cannot anticipate the treachery awaiting them.
 
 In the epic finale to Kings and Sorcerers, the most dramatic battles, weapons and sorcery all lead to a breathtaking, unexpected conclusion, filled with both heartbreaking tragedy and inspiring re-birth.
 
 With its strong atmosphere and complex characters, NIGHT OF THE BOLD is a sweeping saga of knights and warriors, of kings and lords, of honor and valor, of magic, destiny, monsters and dragons. It is a story of love and broken hearts, of deception, ambition and betrayal. It is fantasy at its finest, inviting us into a world that will live with us forever, one that will appeal to all ages and genders. 
 
 “If you thought that there was no reason left for living after the end of the Sorcerer’s Ring series, you were wrong. Morgan Rice has come up with what promises to be another brilliant series, immersing us in a fantasy of trolls and dragons, of valor, honor, courage, magic and faith in your destiny. Morgan has managed again to produce a strong set of characters that make us cheer for them on every page.…Recommended for the permanent library of all readers that love a well-written fantasy.” 
 --Books and Movie Reviews, Roberto Mattos (regarding Rise of the Dragons)",http://books.google.com/books/content?id=5Y_hCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,283,9781632914965
557,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,['Dylan Young'],en,,4.8,,Bookouture,2018-05-16,350.0,,3.03,SAR,"‘YES… THIS WAS UP THERE WITH THE BEST!!!! I was hooked from the beginning, full of twists and turns that you will never see coming to keep you on the edge-of-your-seat and up all night reading.’ Goodreads reviewer, 5 stars The figure bent over the small grave and lowered in the black bag. Adult bones would have been heavier. Just a few spadefuls of earth and the secret was hidden…  On a bright spring morning, walkers find a tattered plastic bag containing human remains half-buried in the rolling hills of Somerset. The bones belong to Rosie Dawson, a little girl who disappeared ten years ago. Detective Anna Gwynne is back at work after a case that nearly cost her her life. The trail is stone cold, but Anna will stop at nothing to find the killer, and escape thoughts of her own dark past. Then another little girl is abducted near a river bank on the hottest day of the year, and her sister can’t remember anything about the man who took her. Nobody thinks the cases are connected, but then Anna finds a photo of her that matches an old one of Rosie. In the same dark room. The same concrete walls. The same stony floor.  The killer is bragging.  With just two photos and a witness too young to help, can Anna find the killer in time to save a little girl’s life? A heart-pounding thriller that will get right under your skin. If you love Karin Slaughter, Robert Dugoni and Angela Marsons you’ll love this killer crime thriller. What readers are saying about Blood Runs Cold: ‘I found myself on the edge-of-my-seat, not wanting it to end… Gripped me from beginning to end.’ Goodreads reviewer, 5 stars ‘Completely hooked… a jumbo-pack of plot twists… one hell of a ride… I was unable to function normally until I reached the final page and found out the truth… action-packed, suspenseful and will chill you to the bone.’ It’s All About Books, 5 stars ‘Bloody brilliant... towards the end I’m like please find the girl, please find the girl... I was on the edge-of-my-seat thinking OMG please find the girl!’ Bonnie’s Book Talk ‘Truly fantastic… Utterly gripping and compelling edge-of-your-seat stuff that had me glued to the pages.’ Novel Deelights, 5 stars ‘Spine-tingling… plenty of suspense and tension to keep you interested right till the end and I didn’t work out “whodunnit” until it was revealed! A great crime and police procedural story!’ Stardust Book Reviews ‘A compelling, complex, fast paced plot with interesting characters and lots of twists. Highly recommended.’ Humble Tart Kitchen ‘COMPLETELY UNPUTDOWNABLE!… just the way I like them.’ Goodreads reviewer, 5 stars ‘I knew as soon as I started reading that I was going to be gripped and the housework would have to wait… compulsive reading.’ Goodreads reviewer, 5 stars ‘I literally needed matchsticks to hold my eyelids open, Blood Runs Cold snatched every breath I took, intensifying my need to turn the pages and absorb the narrative in huge chunks…. A stylishly dark and an intensely heinous suspenseful thriller which will turn your world upside down.’ Sweet Little Book Blog ‘Boy oh boy this was one fantastic unpredictable rollercoaster ride of a read… I totally and utterly flipping well loved this book.’ Ginger Book Geek, 5 stars ‘Chilling and unnerving… had me guessing up until near the end… a real page turner… you will see why when you read it.’ Goodreads reviewer, 5 stars  ‘Like a slow burning fire. Starts out small and turns into an inferno. The intensity in this book just kept building and building. I never guessed who the killer was, not one time.’ Goodreads reviewer",http://books.google.com/books/content?id=p1AWtgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,22,9781786814029
558,The Witcher #5,['Paul Tobin'],en,"['Comics & Graphic Novels', 'General']",4.6,,Dark Horse Comics (Single Issues),2014-05-21,24.0,,2.12,SAR,"Geralt uncovers a bitter betrayal, leading to the release of a legion of cursed souls! As he endures their onslaught, he must also seek escape from the torture of the House of Glass! * Based on the hit game by CD Projekt RED! * From the Eisner-winning writer of _Bandette_, _Prometheus_, and _Colder_!",,27,Original pages
559,Invincible #118,['Robert Kirkman'],en,"['Comics & Graphic Novels', 'Superheroes']",4.0,,Image Comics,2015-03-25,32.0,,1.05,SAR,"Invincible and Atom Eve set off on the adventure of a lifetime: PARENTHOOD! They've taken to the stars and left their troubles on Earth behind them. As things take a drastic turn for our heroes, you'll find yourself asking...is this book still about superheroes? This digital comic is FREE! Jump in!",http://books.google.com/books/content?id=92PMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"1,365",Original pages
560,Batman and Robin Vol. 1: Batman Reborn,['Grant Morrison'],en,,4.1,,DC,2011-04-05,172.0,,15.94,SAR,"Batman and Robin hit the streets with a bang in their new flying Batmobile to face an assemblage of villains called the Circus of Strange, and investigate the abduction of a child by the mysterious Domino Killer. But can this new Dynamic Duo find a way to work together? Find out in this new Deluxe hardcover collecting the first six issues of the hit series!",http://books.google.com/books/content?id=EXrPAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,157,9781401235741
561,Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,['Steven D. Levitt'],en,"['Business & Economics', 'Skills']",4.3,,Harper Collins,2014-05-12,304.0,,13.57,SAR,"The New York Times bestselling Freakonomics changed the way we see the world, exposing the hidden side of just about everything. Then came SuperFreakonomics, a documentary film, an award-winning podcast, and more.Now, with Think Like a Freak, Steven D. Levitt and Stephen J. Dubner have written their most revolutionary book yet. With their trademark blend of captivating storytelling and unconventional analysis, they take us inside their thought process and teach us all to think a bit more productively, more creatively, more rationally—to think, that is, like a Freak.Levitt and Dubner offer a blueprint for an entirely new way to solve problems, whether your interest lies in minor lifehacks or major global reforms. As always, no topic is off-limits. They range from business to philanthropy to sports to politics, all with the goal of retraining your brain. Along the way, you’ll learn the secrets of a Japanese hot-dog-eating champion, the reason an Australian doctor swallowed a batch of dangerous bacteria, and why Nigerian e-mail scammers make a point of saying they’re from Nigeria.Some of the steps toward thinking like a Freak:  First, put away your moral compass—because it’s hard to see a problem clearly if you’ve already decided what to do about it.  Learn to say “I don’t know”—for until you can admit what you don’t yet know, it’s virtually impossible to learn what you need to.  Think like a child—because you’ll come up with better ideas and ask better questions.  Take a master class in incentives—because for better or worse, incentives rule our world.  Learn to persuade people who don’t want to be persuaded—because being right is rarely enough to carry the day.  Learn to appreciate the upside of quitting—because you can’t solve tomorrow’s problem if you aren’t willing to abandon today’s dud.Levitt and Dubner plainly see the world like no one else. Now you can too. Never before have such iconoclastic thinkers been so revealing—and so much fun to read.",http://books.google.com/books/content?id=4AF9vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,532,9780062218360
562,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),['Blake Pierce'],en,"['Fiction', 'Mystery & Detective', 'General']",4.5,,Blake Pierce,2016-06-16,250.0,,4.04,SAR,"A bundle of books #1 (ONCE GONE) and #2 (ONCE TAKEN) in Blake Pierce’s Riley Paige Mystery series—a #1 bestseller with over 400 five star reviews! This bundle offers books one and two in one convenient file, with over 100,000 words of reading. In ONCE GONE, women are turning up dead in the rural outskirts of Virginia, killed in grotesque ways, and when the FBI is called in, they are stumped. A serial killer is out there, his frequency increasing, and they know there is only one agent good enough to crack this case: Special Agent Riley Paige. Riley is on paid leave herself, recovering from her encounter with her last serial killer, and, fragile as she is, the FBI is reluctant to tap her brilliant mind. Yet Riley, needing to battle her own demons, comes on board, and her hunt leads her through the disturbing subculture of doll collectors, into the homes of broken families, and into the darkest canals of the killer’s mind. As Riley peels back the layers, she realizes she is up against a killer more twisted than she could have imagined. In ONCE TAKEN, women are being murdered in upstate New York, their bodies found mysteriously hanging in chains. With the FBI called in, given the bizarre nature of the murders—and the lack of any clues—there is only one agent they can turn to: Special Agent Riley Paige. Riley, reeling from her last case, is reluctant to take on a new one, since she is still convinced a former serial killer is out there, stalking her. She knows, though, that her ability to enter a serial killer’s mind and her obsessive nature is what will be needed to crack this case, and she just can’t refuse—even if it will push her over the edge. Dark psychological thrillers with heart-pounding suspense, the Riley Paige mysteries are a riveting new series—with a beloved new character—that will leave you turning pages late into the night. Book #3 in the series, ONCE CRAVED, is now also available.",http://books.google.com/books/content?id=9_skDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,45,9781632917072
563,The Punisher Vol. 1: Black and White,['Natahan Edmondson'],en,,4.5,,Marvel Entertainment,2014-08-20,136.0,,19.13,SAR,Collects The Punisher #1-6.,http://books.google.com/books/content?id=688SBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,102,9781302393021
564,The Memoirs of Sherlock Holmes,['Sir Arthur Conan Doyle'],en,,4.7,,Courier Corporation,2012-05-11,208.0,,0.74,SAR,"Boasting some of Sherlock Holmes's finest adventures, this classic 1894 collection was originally written in serial form. Eleven of the most popular tales of the immortal sleuth include ""Silver Blaze,"" concerning the ""curious incident of the dog in the night-time""; ""The Greek Interpreter,"" starring Holmes's even more formidable brother, Mycroft; and ""The Final Problem,"" the detective's notorious confrontation with arch-criminal Moriarty at the Reichenbach Falls.
Holmes and Dr. Watson remain history's greatest detective team, and Sir Arthur Conan Doyle's portrayals of male comradeship, the thrills of the chase, and the misty precincts of Victorian London remains unmatched in detective literature.",http://books.google.com/books/content?id=12ZLDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,6,9780486114354
565,Wedge's Gamble: Star Wars Legends (X-Wing),['Michael A. Stackpole'],en,"['Fiction', 'Science Fiction', 'Space Opera']",4.5,,Del Rey,2011-06-28,368.0,,8.49,SAR,"Sleek, swift, and deadly, they are the X-wing fighters. And as the battle against the Empire rages across the vastness of space, the pilots risk both their lives and their machines for the cause of the Rebel Alliance. Now they must embark on a dangerous espionage mission, braving betrayal and death on the Imperial homeworld to smash the power of a ruthless foe!

It is the evil heart of a battered and reeling Empire: Coruscant, the giant city-world from whose massive towers the Imperial High Command directs the war. The Rebels will invade this mighty citadel in a daring move to bring the Empire to its knees. But first Wedge Antilles and his X-wing pilots must infiltrate
Coruscant to gain vital intelligence information. Capture means death, or worse--enslavement by the vicious leader known as ""Iceheart,"" Ysanne Isard, now
Emperor in all but name. And one of Rogue Squadron's own is already her slave, a traitor hidden behind a mask of innocence, working to betray both colleagues and the Rebellion itself.

Features a bonus section following the novel that includes a primer on the Star Wars expanded universe, and over half a dozen excerpts from some of the most popular Star Wars books of the last thirty years!",http://books.google.com/books/content?id=3MxdsixGZKgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,87,9780307796226
566,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),['Blake Pierce'],en,,4.5,,Blake Pierce,2016-06-16,250.0,,4.04,SAR,"A bundle of books #1 (ONCE GONE) and #2 (ONCE TAKEN) in Blake Pierce’s Riley Paige Mystery series—a #1 bestseller with over 400 five star reviews! This bundle offers books one and two in one convenient file, with over 100,000 words of reading. In ONCE GONE, women are turning up dead in the rural outskirts of Virginia, killed in grotesque ways, and when the FBI is called in, they are stumped. A serial killer is out there, his frequency increasing, and they know there is only one agent good enough to crack this case: Special Agent Riley Paige. Riley is on paid leave herself, recovering from her encounter with her last serial killer, and, fragile as she is, the FBI is reluctant to tap her brilliant mind. Yet Riley, needing to battle her own demons, comes on board, and her hunt leads her through the disturbing subculture of doll collectors, into the homes of broken families, and into the darkest canals of the killer’s mind. As Riley peels back the layers, she realizes she is up against a killer more twisted than she could have imagined. In ONCE TAKEN, women are being murdered in upstate New York, their bodies found mysteriously hanging in chains. With the FBI called in, given the bizarre nature of the murders—and the lack of any clues—there is only one agent they can turn to: Special Agent Riley Paige. Riley, reeling from her last case, is reluctant to take on a new one, since she is still convinced a former serial killer is out there, stalking her. She knows, though, that her ability to enter a serial killer’s mind and her obsessive nature is what will be needed to crack this case, and she just can’t refuse—even if it will push her over the edge. Dark psychological thrillers with heart-pounding suspense, the Riley Paige mysteries are a riveting new series—with a beloved new character—that will leave you turning pages late into the night. Book #3 in the series, ONCE CRAVED, is now also available.",http://books.google.com/books/content?id=9_skDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,45,9781632917072
567,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",['Brandon Sanderson'],en,,4.7,,Tor Books,2011-02-01,1712.0,,17.85,SAR,"This discounted ebundle includes: Mistborn: The Final Empire, The Well of Ascension, The Hero of AgesFrom #1 New York Times bestselling author Brandon Sanderson, the Mistborn trilogy is a heist story of political intrigue and magical, martial-arts action.For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. This saga dares to ask a simple question: What if the hero of prophecy fails?Mistborn: The Final Empire — Kelsier, a brilliant thief has turned his talents to the ultimate caper, with the Lord Ruler as the mark. Kel's plan is the ultimate long shot, until luck brings a ragged girl named Vin into the fold. But she will have to learn to trust if she is to master powers of which she never dreamed.The Well of Ascension — Evil has been defeated; the war has just begun. Vin, the street urchin who has become the most powerful Mistborn in the land, and Elend Venture, the idealistic young nobleman who loves her, must build a healthy new society in the ashes of an empire.The Hero of Ages — The Deepness has returned, along with unusually heavy ashfalls and powerful earthquakes. Humanity appears to be doomed. Vin and Eland investigate the past to save the future, and in the end, sacrifices must be made.Other Tor books by Brandon Sanderson The Cosmere
 
 The Stormlight Archive
 The Way of Kings
 Words of Radiance
 Edgedancer (Novella)
 Oathbringer 
 
 The Mistborn trilogy
 Mistborn: The Final Empire
 The Well of Ascension
 The Hero of Ages
 
 Mistborn: The Wax and Wayne series
 Alloy of Law
 Shadows of Self
 Bands of Mourning Collection
 Arcanum Unbounded Other Cosmere novels
 Elantris
 Warbreaker The Alcatraz vs. the Evil Librarians series
 Alcatraz vs. the Evil Librarians
 The Scrivener's Bones
 The Knights of Crystallia
 The Shattered Lens
 The Dark Talent The Rithmatist series
 The Rithmatist Other books by Brandon Sanderson

 The Reckoners
 Steelheart
 Firefight
 CalamityAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",http://books.google.com/books/content?id=uTt-H5MAGT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"2,700",9781429989817
568,The Secret,['Rhonda Byrne'],en,"['Body, Mind & Spirit', 'Inspiration & Personal Growth']",4.1,,Simon and Schuster,2007-02-26,216.0,,12.75,SAR,"The tenth-anniversary edition of the book that changed lives in profound ways, now with a new foreword and afterword.

In 2006, a groundbreaking feature-length film revealed the great mystery of the universe—The Secret—and, later that year, Rhonda Byrne followed with a book that became a worldwide bestseller.
 
Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it.
 
In this book, you’ll learn how to use The Secret in every aspect of your life—money, health, relationships, happiness, and in every interaction you have in the world. You’ll begin to understand the hidden, untapped power that’s within you, and this revelation can bring joy to every aspect of your life.
 
The Secret contains wisdom from modern-day teachers—men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.",http://books.google.com/books/content?id=5IChBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"9,403",9781416554998
569,Ask A Footballer,['James Milner'],en,,,,Hachette UK,2019-10-31,320.0,,26.57,SAR,"'Ask a Footballer is a fine read, showcasing how an unassuming man has forged success, winning the Premier League twice, the FA Cup and the Champions League' Matthew Syed, The TimesEver wondered what it's REALLY like to be a Premier League footballer?

My name is James Milner and I'm not a Ribena-holic.

Let me share insights into what it's like being a professional footballer, across my different experiences with Leeds United, Newcastle, Aston Villa, Manchester City and now Liverpool (not forgetting a six-match loan spell at Swindon). Plus my highs - and a few too many lows - playing for England. There isn't a current player who's been playing Premier League football as long as I have, and that gives me a pretty rare perspective into how the top-flight game has changed over the past seventeen years.In this book, I explain how a footballer's working week unfolds - what we eat and how we prepare for matches technically, tactically, mentally and physically - and talk you through the ups and downs of a matchday. I reveal my penalty-taking techniques, half-time team talks and the differences between playing against Lionel Messi, Wilfried Zaha and Jimmy Bullard. I've played for managers ranging from Terry Venables, Peter Reid and Sir Bobby Robson to Martin O'Neill, Fabio Capello and Jurgen Klopp. I tell you what it's like sharing a training ground and a dressing-room with team-mates such as Lee Bowyer, Mario Balotelli and Mo Salah. I also reveal the behind-the-scenes work that went into Liverpool's Champions League success - and the celebrations that followed.So this isn't an autobiography. The whole point of Ask A Footballer is that you, the fans, asked me questions and I have used my own experiences to answer them. I hope you like it, and don't find it too boring.",http://books.google.com/books/content?id=CFucDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,9781529404937
570,The Queen of Nothing (The Folk of the Air #3),['Holly Black'],en,"['Young Adult Fiction', 'Animals', 'Mythical Creatures']",5.0,,Bonnier Zaffre Ltd.,2019-11-19,448.0,,9.95,SAR,"The intoxicating and bloodthirsty finale to the New York Times bestselling The Cruel Prince, nominated for the CILIP CARNEGIE MEDAL 2019, and  New York Times bestseller The Wicked King 

After being pronounced Queen of Faerie and then abruptly exiled by the Wicked King Cardan, Jude finds herself unmoored, the queen of nothing. She spends her time with Vivi and Oak, watching reality television, and doing odd jobs, including squaring up to a cannibalistic faerie.

When her twin sister Taryn shows up asking a favour, Jude jumps at the chance to return to the Faerie world, even if it means facing Cardan, who she loves despite his betrayal. When a dark curse is unveiled, Jude must become the first mortal Queen of Faerie and break the curse, or risk upsetting the balance of the whole Faerie world.",http://books.google.com/books/content?id=CruODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,11,9781471407574
571,Bring Me Back,['B A Paris'],en,"['Fiction', 'Women']",3.8,,HarperCollins UK,2018-03-08,368.0,,8.29,SAR,"The million-copy bestselling author returns with a breathtaking thriller – now with exclusive new chapters to see how the story could have ended. This Sunday Times Top 10 bestseller has been updated with bonus chapters from B A Paris showing how she originally planned that ending.  ‘We’re in a new Golden Age of suspense writing now, because of amazing books like Bring Me Back’ Lee Child  Finn and Layla: young and in love, their whole lives ahead of them. Driving back from a holiday in France one night, Finn pulls in to a service station, leaving Layla alone in the car. When he returns, minutes later, Layla has vanished, never to be seen again. That’s the story Finn tells the police. It’s the truth – but not the whole truth. Twelve years later, Finn has built a new life with Ellen, Layla’s sister, when he receives a phone call. Someone has seen Layla. But is it her – or someone pretending to be her? If it is her, what does she want? And what does she know about the night she disappeared? Bring Me Back is the utterly compelling, white-knuckle thriller from Sunday Times bestseller B A Paris. ‘An addictive new voice in suspense fiction’ Sophie Hannah ‘Just finished this BRILLIANT book...Clever, addictive and twisty, I couldn’t sleep until I found out the truth...The twist floored me! Utterly compelling from beginning to end’ Claire Douglas ‘Made me stay up way beyond my bedtime! BA Paris has a knack for getting into your head.’ Jane Corry ‘A page-turning masterpiece’ Amanda Prowse ‘A tale of dark secrets, with mystery and intrigue building up and up to an ending with a fabulous twist. I devoured it – I couldn’t turn the pages quick enough.’ Mel Sherratt ‘This book is compulsive reading from start to finish. A perfectly crafted work of art, seamless and mesmerising. I envy those yet to read it for the pleasure they have in store.’ Amanda Robson ‘A cracking page turner with a killer twist.' Camilla Way ‘An incredibly pacy, heart-pounding thriller – the twist at the end left me reeling. B A Paris does it again in this exhilarating exploration of love, jealousy and betrayal. A must read for 2018!’ Phoebe Morgan",http://books.google.com/books/content?id=8NktDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,124,9780008244880
572,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,['T. Harv Eker'],en,"['Business & Economics', 'Entrepreneurship']",4.6,,Harper Collins,2009-10-13,224.0,,1.05,SAR,"Secrets of the Millionaire Mind reveals the missing link between wanting success and achieving it!Have you ever wondered why some people seem to get rich easily, while others are destined for a life of financial struggle? Is the difference found in their education, intelligence, skills, timing, work habits, contacts, luck, or their choice of jobs, businesses, or investments?The shocking answer is: None of the above!In his groundbreaking Secrets of the Millionaire Mind, T. Harv Eker states: ""Give me five minutes, and I can predict your financial future for the rest of your life!"" Eker does this by identifying your ""money and success blueprint."" We all have a personal money blueprint ingrained in our subconscious minds, and it is this blueprint, more than anything, that will determine our financial lives. You can know everything about marketing, sales, negotiations, stocks, real estate, and the world of finance, but if your money blueprint is not set for a high level of success, you will never have a lot of money—and if somehow you do, you will most likely lose it! The good news is that now you can actually reset your money blueprint to create natural and automatic success.Secrets of the Millionaire Mind is two books in one. Part I explains how your money blueprint works. Through Eker's rare combination of street smarts, humor, and heart, you will learn how your childhood influences have shaped your financial destiny. You will also learn how to identify your own money blueprint and ""revise"" it to not only create success but, more important, to keep and continually grow it.In Part II you will be introduced to seventeen ""Wealth Files,"" which describe exactly how rich people think and act differently than most poor and middle-class people. Each Wealth File includes action steps for you to practice in the real world in order to dramatically increase your income and accumulate wealth.If you are not doing as well financially as you would like, you will have to change your money blueprint. Unfortunately your current money blueprint will tend to stay with you for the rest of your life, unless you identify and revise it, and that's exactly what you will do with the help of this extraordinary book. According to T. Harv Eker, it's simple. If you think like rich people think and do what rich people do, chances are you'll get rich too!",http://books.google.com/books/content?id=4AUbNnnOzSAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,352,9780061793660
